# The engine refusal table.
# GENERATED by scripts/gen-engine-messages.py; reviewed as a git diff and
# committed. Never hand-add a row: the pytest gate
# (tests/test_engine_messages.py) re-sweeps the engine and fails when this
# file diverges from what src/engine/*.py actually raises.
#
# Engine messages stay ENGLISH at the engine. This table is how the RENDERER
# recognizes one: `message` is matched verbatim (kind=exact) or as a template
# whose {{name}} placeholders capture the interpolated values (kind=pattern),
# and `key` names the catalog entry (engine.<key>) that renders it in the UI
# language. A message NOT in this table passes through verbatim — nothing is
# ever swallowed. Keys are STABLE: rewording a message keeps its key.
key	kind	modules	message
text_paragraphs.previousParagraphMerge	exact	text_paragraphs	no previous paragraph to merge with
text_paragraphs.requestedBoxNarrowerThan	exact	text_paragraphs	the requested box is narrower than the first-line indent
text_paragraphs.restyleMergedParagraphAfter	exact	text_paragraphs	restyle the merged paragraph after merging — a face change cannot ride a merge of right-to-left text
text_paragraphs.spanStyle	pattern	text_paragraphs	span style {{exc}}
text_paragraphs.spanStyleColourMust	exact	text_paragraphs	span style colour must be [r, g, b]
text_paragraphs.spanStyleMustSet	exact	text_paragraphs	span style must set a colour, a face, or a size
text_paragraphs.spanStyleNeedsInteger	exact	text_paragraphs	span style needs integer start/end
text_paragraphs.spanStyleRangeOut	exact	text_paragraphs	span style range out of bounds
text_paragraphs.spanStyleSizeMust	exact	text_paragraphs	span style size must be a number
text_paragraphs.splitGapMustBetween	exact	text_paragraphs	split gap must be between 1.3 and 10 line heights
text_paragraphs.splitGapMustNumber	exact	text_paragraphs	split gap must be a number
text_paragraphs.splitGapRequiresSplit	exact	text_paragraphs	split gap requires a split position
text_paragraphs.splitPositionMustInside	exact	text_paragraphs	split position must be inside the text
text_paragraphs.splitPositionMustNumber	exact	text_paragraphs	split position must be a number
text_paragraphs.verticalTextCannotConverted	exact	text_paragraphs,text_runs	vertical text cannot be converted to the fallback font
text_paragraphs.verticalTextRaisedCharacters	exact	text_paragraphs	vertical text with raised characters does not reflow
text_runs.colorMustRG	exact	text_runs	color must be [r, g, b] with components in 0..1
text_runs.editDidApplyRun	exact	text_runs	edit did not apply (run not found)
text_runs.fontActiveText	exact	text_runs	no font is active for this text
text_runs.fontActiveTextRun	exact	text_runs	no font is active for this text run
text_runs.newTextWouldExtend	exact	text_runs	the new text would extend off the page — shorten it or reduce the size
text_runs.nothingRestyleGiveSize	exact	text_runs	nothing to restyle — give a size and/or a color
text_runs.restyleDidApplyRun	exact	text_runs	restyle did not apply (run not found)
text_runs.sizeMustBetweenPoints	exact	text_runs	size must be between 0.1 and 1000 points
text_runs.textRunIndexOut	pattern	text_runs	text run index {{index}} is out of range (page has {{count}})
threads.articleArticleObject	pattern	threads	Article {{number}} is not an article object.
threads.articleBoxArea	pattern	threads	Article {{number}}, box {{box}} has no area.
threads.articleBoxBoxObject	pattern	threads	Article {{number}}, box {{box}} is not a box object.
threads.articleBoxNamesPage	pattern	threads	Article {{number}}, box {{box}} names no page.
threads.articleBoxRectangle	pattern	threads	Article {{number}}, box {{box}} has no rectangle.
threads.articleBoxTargetsPage	pattern	threads	Article {{number}}, box {{box}} targets page {{page}} of {{page_count}}.
threads.articleBoxesArticleNeeds	pattern	threads	Article {{number}} has no boxes — an article needs at least one.
threads.articleMoreThanBoxes	pattern	threads	Article {{number}} has more than {{MAX_BEADS}} boxes.
threads.documentMayCarryMost	pattern	threads	a document may carry at most {{MAX_THREADS}} articles
threads.threadsMustListArticles	exact	threads	threads must be a list of articles
trapping.colorantzonedetailsMustNameColorant	exact	trapping	ColorantZoneDetails must name a colorant per entry.
trapping.ghostscriptPostscriptExportFailed	pattern	trapping	Ghostscript PostScript export failed: {{detail}}
trapping.mustBetween	pattern	trapping	{{field}} must be between {{low}} and {{high}}.
trapping.mustNumber	pattern	trapping	{{field}} must be a number.
trapping.mustOne	pattern	trapping	{{field}} must be one of {{choices}}.
trapping.mustTrueFalse	pattern	trapping	{{field}} must be true or false.
trapping.mustWholeNumber	pattern	trapping	{{field}} must be a whole number.
trapping.overridesMustTrappingParameters	pattern	trapping	The overrides for {{name}} must be trapping parameters.
trapping.pagesDocument	pattern	trapping	Pages {{page_range}} are not in this document.
trapping.postscriptFilePageStructure	exact	trapping	This PostScript file has no page structure to attach trapping setup to.
trapping.postscriptLanguageLevelMust	exact	trapping	PostScript language level must be 2 or 3.
trapping.ripTrappingLanguagelevelFacility	exact	trapping	In-RIP trapping is a LanguageLevel 3 facility and cannot be written into LanguageLevel 2 PostScript.
trapping.ripTrappingParameter	pattern	trapping	{{field}} is not an In-RIP trapping parameter.
validate.fileExceedsMbLimit	pattern	validate	File exceeds {{MAX_FILE_SIZE_MB}} MB limit ({{v1}} MB)
validate.pageCountExceedsLimit	pattern	validate	Page count {{page_count}} exceeds {{MAX_PAGES}} limit
vertical_text.textBlockVertical	exact	vertical_text	this text block is not vertical
watermark.colorMustRrggbbGot	pattern	watermark	color must be #rrggbb, got: {{color}}
watermark.layerMustOverUnder	pattern	watermark	layer must be "over" or "under", got {{layer}}
watermark.onlyTextWatermarkWriting	exact	watermark	only a text watermark has a writing mode
watermark.opacityMustGot	pattern	watermark	opacity must be in (0, 1], got {{opacity}}
watermark.pageCropboxMediaboxAnywhere	exact	watermark	page has no /CropBox or /MediaBox anywhere in its page tree
watermark.pdfCannotOwnWatermark	pattern	watermark	a PDF cannot be its own watermark source: {{source_path}}
watermark.pdfPageWatermarkSource	pattern	watermark	a PDF page is a watermark source of its own — set the PDF source instead of the image source: {{path}}
watermark.tilingWatermarkWouldNeed	pattern	watermark	tiling this watermark would need {{v0}} copies per page, more than the {{MAX_TILES}} allowed — increase the scale or the gap
watermark.unreadableWatermarkImage	pattern	watermark	unreadable watermark image: {{path}} ({{exc}})
watermark.unreadableWatermarkImageImage	pattern	watermark	unreadable watermark image: {{path}} (no image stream)
watermark.unreadableWatermarkPdf	pattern	watermark	unreadable watermark PDF: {{source_path}} ({{exc}})
watermark.verticalWatermarkDrawsThrough	exact	watermark	a vertical watermark draws through an embedded vertical face and no fallback font is available
watermark.watermarkImageEmpty	pattern	watermark	watermark image is empty: {{path}}
watermark.watermarkImageFound	pattern	watermark	watermark image not found: {{path}}
watermark.watermarkImagePixels	exact	watermark	the watermark image has no pixels
watermark.watermarkImageTypeSupported	pattern	watermark	watermark image type not supported: {{v0}} (accepted: {{v1}})
watermark.watermarkMarginMustNegative	pattern	watermark	watermark margin must not be negative, got {{margin}}
watermark.watermarkNeedsTextImagePdf	exact	watermark	a watermark needs text, an image or a PDF page
watermark.watermarkOneSourceGive	exact	watermark	a watermark has one source: give text, an image or a PDF page
watermark.watermarkPageNumberMust	pattern	watermark	watermark page number must be 1 or greater, got {{pdf_page}}
watermark.watermarkPdfEmpty	pattern	watermark	watermark PDF is empty: {{source_path}}
watermark.watermarkPdfFound	pattern	watermark	watermark PDF not found: {{source_path}}
watermark.watermarkPdfOutputSame	pattern	watermark	the watermark PDF and the output are the same file: {{source_path}}
watermark.watermarkPdfPageArea	pattern	watermark	watermark PDF page {{page_number}} has no area: {{path}}
watermark.watermarkPdfPageCropbox	pattern	watermark	watermark PDF page {{page_number}} has no /CropBox or /MediaBox: {{path}}
watermark.watermarkPdfPageOut	pattern	watermark	watermark PDF page {{page_number}} is out of range — {{source_path}} has {{pdf_page_count}} pages
watermark.watermarkPdfPages	pattern	watermark	the watermark PDF has no pages: {{source_path}}
watermark.watermarkPdfPasswordProtected	pattern	watermark	the watermark PDF is password protected: {{source_path}}
watermark.watermarkPositionMustOne	pattern	watermark	watermark position must be one of {{v0}}, got {{position}}
watermark.watermarkScaleMustGreater	pattern	watermark	watermark scale must be greater than 0, got {{scale}}
watermark.watermarkScaleMustNumber	pattern	watermark	watermark scale must be a number, got {{scale}}
watermark.watermarkTextContainsCharacters	exact	watermark	watermark text contains characters outside Latin-1 and no fallback font is available
watermark.watermarkTileGapMust	pattern	watermark	watermark tile gap must not be negative, got {{tile_gap}}
wincert.certificateSKeyHeld	exact	wincert	That certificate's key is held by a legacy provider, which can only produce RSA PKCS#1 v1.5 signatures.
wincert.certificateThumbprintHexadecimalCharacters	exact	wincert	A certificate thumbprint is 40 hexadecimal characters (SHA-1).
wincert.certificateThumbprintWindowsCertificate	exact	wincert	No certificate with that thumbprint is in the Windows certificate store.
wincert.legacyProviderCannotSign	pattern	wincert	A legacy provider cannot sign a "{{algorithm}}" digest.
wincert.legacySigningProviderRefused	pattern	wincert	The legacy signing provider refused the request (0x{{code}}).
wincert.legacySigningProviderRejected	pattern	wincert	The legacy signing provider rejected the digest (0x{{code}}).
wincert.signingKeyReturnedMalformed	exact	wincert	The signing key returned a malformed ECDSA signature.
wincert.unsupportedDigestAlgorithmStore	pattern	wincert	Unsupported digest algorithm "{{digest_algorithm}}" for a store key.
wincert.windowsSigningKeyRefused	pattern	wincert	The Windows signing key refused the request (0x{{code}}).
wincert.windowsWouldReleasePrivate	pattern	wincert	Windows would not release the private key for that certificate (0x{{code}}). It may have no key, or the key may live on a device that is not present.
xfdf.annotationRepliedPageName	pattern	xfdf	the annotation replied to on page {{v0}} has no name, so XFDF cannot reference it
xfdf.replyRelationshipAnnotationPage	pattern	xfdf	the reply relationship of an annotation on page {{v0}} cannot be read
xfdf.replyRelationshipXfdfCarry	pattern	xfdf	not a reply relationship XFDF can carry: {{reply_type}}
xfdf.xfdfFileAnnotsSection	exact	xfdf	the XFDF file has no <annots> section
